request_id,mol_id,canonical_smiles,isomeric_smiles,program,method_family,theory_level,basis_set,solvation_model,status,recommended_next_action,notes
qreq_879b224864f92bec,mol_dadafcfjdztokm-uhfffaoysa-n,FC(=C(Cl)C(F)(F)F)C(F)(F)C(F)(F)F,FC(=C(Cl)C(F)(F)F)C(F)(F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClF; priority_score=0.762
qreq_092d0df44a792590,mol_pfxbziomdhruqq-uhfffaoysa-n,N#CC(C#N)=C(C(F)(F)F)C(F)(F)F,N#CC(C#N)=C(C(F)(F)F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|F; priority_score=0.757333
qreq_b2f14b4f89703e50,mol_ampppfbscigtne-duxpyhpusa-n,O=[N+]([O-])C(Cl)=C(C(Cl)=C(Cl)Cl)[N+](=O)[O-],O=[N+]([O-])/C(Cl)=C(\C(Cl)=C(Cl)Cl)[N+](=O)[O-],psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|Cl; priority_score=0.744667
qreq_bc20c502bc5e1fac,mol_kojjzllkjwgipn-uhfffaoysa-n,FC(=CBr)C(F)(F)C(F)(F)C(F)F,FC(=CBr)C(F)(F)C(F)(F)C(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|BrF; priority_score=0.748
qreq_c31c650f82002835,mol_dlpzaolcbwzpnh-uhfffaoysa-n,FC(=CI)C(F)(F)C(F)(F)F,FC(=CI)C(F)(F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|FI; priority_score=0.732333
qreq_2a3be7f5802a2ef9,mol_dnfyvwjpgxjdrn-rofopdmzsa-n,O=C(O)C=CC(F)(Cl)C(F)(F)Br,O=C(O)/C=C/[C@](F)(Cl)C(F)(F)Br,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClBrF; priority_score=0.730667
qreq_308cf1bb77aa2326,mol_xkrfyhlgvusroy-uhfffaoysa-n,[Ar],[Ar],psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|no_halogen; priority_score=0.362
qreq_9a46f74d0f00e2b8,mol_zhwxbdjjughqhy-uhfffaoysa-n,FC(=C(Cl)Cl)C(F)(F)C(F)(F)C(F)(F)Cl,FC(=C(Cl)Cl)C(F)(F)C(F)(F)C(F)(F)Cl,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClF; priority_score=0.762
qreq_7b11eae61fbaade6,mol_uddgynnpoktchy-uhfffaoysa-n,N#CC(=C(C#N)C(F)(F)F)C(F)(F)F,N#CC(=C(C#N)C(F)(F)F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|F; priority_score=0.757333
qreq_c47ca107792cbd29,mol_kgkodzfsnznpju-dafodljhsa-n,O=[N+]([O-])C(Cl)=C(Cl)C(=C(Cl)Cl)[N+](=O)[O-],O=[N+]([O-])C(=C(Cl)Cl)/C(Cl)=C(/Cl)[N+](=O)[O-],psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|Cl; priority_score=0.744667
qreq_66d98483074e56a7,mol_obgjflargqjvmh-uhfffaoysa-n,C=C(F)C(F)(F)C(F)(F)C(F)(F)Br,C=C(F)C(F)(F)C(F)(F)C(F)(F)Br,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|BrF; priority_score=0.748
qreq_613fdf9094fe22f2,mol_jvohlakgoyckkk-uhfffaoysa-n,FC(I)=CC(F)(F)C(F)(F)F,FC(I)=CC(F)(F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|FI; priority_score=0.732333
qreq_0ac761b902a28b89,mol_dnfyvwjpgxjdrn-scsaibsysa-n,O=C(O)C=CC(F)(Cl)C(F)(F)Br,O=C(O)C=C[C@](F)(Cl)C(F)(F)Br,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClBrF; priority_score=0.730667
qreq_d9d5fc7e44aedfa9,mol_ijgrmhoshxdmsa-uhfffaoysa-n,N#N,N#N,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|no_halogen; priority_score=0.349667
qreq_bbf635e941ac3a76,mol_clisvckzzlnock-uhfffaoysa-n,FC(F)=C(N=C(Cl)C(F)(F)F)C(F)(F)F,FC(F)=C(N=C(Cl)C(F)(F)F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|ClF; priority_score=0.761
qreq_4b39b3fe8a84c1a3,mol_fbtbaxjkujsxfh-uhfffaoysa-n,FC(C#CC(F)(F)F)=C(F)C(F)(F)F,FC(C#CC(F)(F)F)=C(F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|F; priority_score=0.756667
qreq_111f3a37c54b6ada,mol_kgkodzfsnznpju-rjrfiufisa-n,O=[N+]([O-])C(Cl)=C(Cl)C(=C(Cl)Cl)[N+](=O)[O-],O=[N+]([O-])C(=C(Cl)Cl)/C(Cl)=C(\Cl)[N+](=O)[O-],psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|Cl; priority_score=0.744667
qreq_9dec17ebfc1e5eeb,mol_xkbhbvfiwwdgqx-uhfffaoysa-n,C=C(Br)C(F)(F)C(F)(F)C(F)(F)F,C=C(Br)C(F)(F)C(F)(F)C(F)(F)F,psi4,DFT,B3LYP-D3BJ,def2-SVP,gas_phase,completed,run_quantum,completed Psi4 DFT results already present; Psi4 DFT request selected from completed xTB molecules; stratification_key=unassigned|no_scaffold|BrF; priority_score=0.748
